"mz","rt","X100_300_Pos_jgu1.mzXML","X100_300_Pos_jgu2.mzXML","X100_300_Pos_jgw1.mzXML","X100_300_Pos_jgw2.mzXML","X100_300_Pos_nju1.mzXML","X100_300_Pos_nju2.mzXML","X100_300_Pos_njw1.mzXML","X100_300_Pos_njw2.mzXML","X100_300_Pos_oju2.mzXML","X100_300_Pos_ojw1.mzXML","formula.pred","SMILES","allscore"
"103.1310425","0.785026667","1252565.625","1441231","619097.125","185544.5625","802702.5","675802.5","671779.625","698521.625","714250.375","1034764.938","C6H12","CC1CCCC1","0"
"103.1310425","0.785026667","1252565.625","1441231","619097.125","185544.5625","802702.5","675802.5","671779.625","698521.625","714250.375","1034764.938","C6H12","C1CCCCC1","0"
"103.1310425","0.785026667","1252565.625","1441231","619097.125","185544.5625","802702.5","675802.5","671779.625","698521.625","714250.375","1034764.938","C6H12","CC(C)(C)C=C","0"
"103.1310425","0.785026667","1252565.625","1441231","619097.125","185544.5625","802702.5","675802.5","671779.625","698521.625","714250.375","1034764.938","C6H12","CC(C)=C(C)C","0"
"103.1310425","0.785026667","1252565.625","1441231","619097.125","185544.5625","802702.5","675802.5","671779.625","698521.625","714250.375","1034764.938","C6H12","CCCCC=C","0"
"103.1310425","0.785026667","1252565.625","1441231","619097.125","185544.5625","802702.5","675802.5","671779.625","698521.625","714250.375","1034764.938","C6H12","CCC\C=C/C","0"
"103.1310425","0.785026667","1252565.625","1441231","619097.125","185544.5625","802702.5","675802.5","671779.625","698521.625","714250.375","1034764.938","C6H12","CC(C)CC=C","0"
"103.1310425","0.785026667","1252565.625","1441231","619097.125","185544.5625","802702.5","675802.5","671779.625","698521.625","714250.375","1034764.938","C6H12","CCC(=C)CC","0"
"103.1310425","0.785026667","1252565.625","1441231","619097.125","185544.5625","802702.5","675802.5","671779.625","698521.625","714250.375","1034764.938","C6H12","CCCC(C)=C","0"
"103.1310425","0.785026667","1252565.625","1441231","619097.125","185544.5625","802702.5","675802.5","671779.625","698521.625","714250.375","1034764.938","C6H12","CC\C(C)=C/C","0"
"103.1310425","0.785026667","1252565.625","1441231","619097.125","185544.5625","802702.5","675802.5","671779.625","698521.625","714250.375","1034764.938","C6H12","CCC=C.C=C","0"
"103.1310425","0.785026667","1252565.625","1441231","619097.125","185544.5625","802702.5","675802.5","671779.625","698521.625","714250.375","1034764.938","C6H12","CCC\C=C\C","0"
"103.1310425","0.785026667","1252565.625","1441231","619097.125","185544.5625","802702.5","675802.5","671779.625","698521.625","714250.375","1034764.938","C6H12","CCCCC=C","0"
"103.1310425","0.785026667","1252565.625","1441231","619097.125","185544.5625","802702.5","675802.5","671779.625","698521.625","714250.375","1034764.938","C6H12","C1CCCCC1","0"
"103.1310425","0.785026667","1252565.625","1441231","619097.125","185544.5625","802702.5","675802.5","671779.625","698521.625","714250.375","1034764.938","C6H12","CC\C=C\CC","0"
"103.1310425","0.785026667","1252565.625","1441231","619097.125","185544.5625","802702.5","675802.5","671779.625","698521.625","714250.375","1034764.938","C6H12","CCCCC=C","0"
"103.1310425","0.785026667","1252565.625","1441231","619097.125","185544.5625","802702.5","675802.5","671779.625","698521.625","714250.375","1034764.938","C6H12","CC\C=C\CC","0"
"103.1310425","0.785026667","1252565.625","1441231","619097.125","185544.5625","802702.5","675802.5","671779.625","698521.625","714250.375","1034764.938","C6H12","CC\C=C\CC","0"
"103.1310425","0.785026667","1252565.625","1441231","619097.125","185544.5625","802702.5","675802.5","671779.625","698521.625","714250.375","1034764.938","C6H15N","CC(C)CC(C)N","-1.47369689486719"
"103.1310425","0.785026667","1252565.625","1441231","619097.125","185544.5625","802702.5","675802.5","671779.625","698521.625","714250.375","1034764.938","C6H15N","CC(C)NC(C)C","-1.47369689486719"
"103.1310425","0.785026667","1252565.625","1441231","619097.125","185544.5625","802702.5","675802.5","671779.625","698521.625","714250.375","1034764.938","C6H15N","CCCCCCN","-1.47369689486719"
"103.1310425","0.785026667","1252565.625","1441231","619097.125","185544.5625","802702.5","675802.5","671779.625","698521.625","714250.375","1034764.938","C6H15N","CCN(CC)CC","-1.47369689486719"
"103.1310425","0.785026667","1252565.625","1441231","619097.125","185544.5625","802702.5","675802.5","671779.625","698521.625","714250.375","1034764.938","C6H15N","CCCNCCC","-1.47369689486719"
"103.1310425","0.785026667","1252565.625","1441231","619097.125","185544.5625","802702.5","675802.5","671779.625","698521.625","714250.375","1034764.938","C6H15N","CCCCC(C)N","-1.47369689486719"
"103.1310425","0.785026667","1252565.625","1441231","619097.125","185544.5625","802702.5","675802.5","671779.625","698521.625","714250.375","1034764.938","C6H15N","CCNC(C)CC","-1.47369689486719"
"104.1069285","0.785026667","11799159.921875","15396273.921875","2859607.921875","2294918.671875","6526320.921875","6359365.421875","5290846.421875","4815609.421875","7085394.921875","4439783","C5H13NO","C[N+](C)(C)CC[O-]","0"
"104.1069285","0.785026667","11799159.921875","15396273.921875","2859607.921875","2294918.671875","6526320.921875","6359365.421875","5290846.421875","4815609.421875","7085394.921875","4439783","C5H10O","CCC(C)C=O","0"
"104.1069285","0.785026667","11799159.921875","15396273.921875","2859607.921875","2294918.671875","6526320.921875","6359365.421875","5290846.421875","4815609.421875","7085394.921875","4439783","C5H10O","CC(C)(C)C=O","0"
"104.1069285","0.785026667","11799159.921875","15396273.921875","2859607.921875","2294918.671875","6526320.921875","6359365.421875","5290846.421875","4815609.421875","7085394.921875","4439783","C5H10O","CC1CCCO1","0"
"104.1069285","0.785026667","11799159.921875","15396273.921875","2859607.921875","2294918.671875","6526320.921875","6359365.421875","5290846.421875","4815609.421875","7085394.921875","4439783","C5H10O","CCCCC=O","0"
"104.1069285","0.785026667","11799159.921875","15396273.921875","2859607.921875","2294918.671875","6526320.921875","6359365.421875","5290846.421875","4815609.421875","7085394.921875","4439783","C5H10O","C1CCOCC1","0"
"104.1069285","0.785026667","11799159.921875","15396273.921875","2859607.921875","2294918.671875","6526320.921875","6359365.421875","5290846.421875","4815609.421875","7085394.921875","4439783","C5H10O","CCOCC=C","0"
