"mz","rt","X700_900_Neg_jgu1.mzXML","X700_900_Neg_jgu2.mzXML","X700_900_Neg_jgw1.mzXML","X700_900_Neg_jgw2.mzXML","X700_900_Neg_nju1.mzXML","X700_900_Neg_nju2.mzXML","X700_900_Neg_njw1.mzXML","X700_900_Neg_njw2.mzXML","X700_900_Neg_oju2.mzXML","X700_900_Neg_ojw1.mzXML","SampleID","formula.pred","isoscore","mserror","ms1score","SMILES","DbID","Adducts","neutralscore","chracaterscore","ionmodescore","adductscore","MS2score","allscore","temp.scorevalues"
702.5443115,11.42436667,100,100,100,100,208304.37109375,194749.74609375,265238.68359375,305075.43359375,100,247379.3438,8,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
702.5801595,9.988366667,100,100,754675.234375,332577.671875,584071.484375,420460.703175,1354649.171875,585382.109375,225434.484375,100,7,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
702.5921631,11.05656667,4114693.14648438,4307054.14648438,1889230.77148438,975060.334484375,100,100,100,100,100,100,2,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
702.5921631,10.94578333,4114693.14648438,4307054.14648438,4269174.64648438,4745070.64648438,100,100,142066.099584375,100,100,100,4,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
702.6160482,9.678233333,100,100,2700835.25,2648548,1436444.75,1277031.75,957847.125,1327815.125,100,100,3,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
702.6172078,9.63275,100,100,2262795.25,2648548,1315603,1929352.375,1184872.25,700239.875,100,100,4,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
703.4307658,6.744883333,100,100,100,100,100,100,1031654.91308594,100,191869.413085938,100,7,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
703.4794922,7.0677,100,100,100,100,100,100,100,100,504407.484425,541903.8125,10,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
703.5015462,7.65475,100,100,100,100,100,100,499549.2188,100,100,221770.6094,7,"C45H68NO3P","-0.600488153","0.009950331","-0.733394965","CCC(C)(C)c1ccc(OP(Oc2ccc(cc2)C(C)(C)CC)Oc3ccc(cc3)C(C)(C)CC)cc1.C4CCC(CC4)NC5CCCCC5","36657","[M]-","0",0,"0","0.5","0","-0.233394965",0
703.5152588,8.082083333,782311.00390625,289763.03520625,280956.12890625,465617.62890625,100,100,100,100,100,100,1,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
703.5479126,11.41855,100,100,100,100,100,100,185835.02734375,125147.37114375,100,150805.7969,7,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
703.5831909,10.10525,100,135002.5781,406672.5313,147372.8438,181108.5313,192108.25,656512.875,345102.75,100,100,7,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
703.5831909,10.10525,100,100,406672.5313,100,244021.5938,192108.25,598261.875,345102.75,100,100,7,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
703.5956421,11.05656667,1655123.53515625,1868587.41015625,905805.53515625,418590.53515625,100,100,100,100,100,100,2,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
703.5956624,10.94578333,1655123.53515625,1868587.41015625,1749646.66015625,2170824.91015625,100,100,100,101348.24605625,100,100,4,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
703.6199748,9.691,100,100,1074806.78320312,1080788.15820312,483036.127003125,875218.158203125,459380.252003125,376319.783203125,100,100,4,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
703.6199748,9.691,100,100,1074806.78320312,1080788.15820312,694246.908203125,564187.908203125,459380.252003125,376319.783203125,100,100,4,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
703.6199748,9.691,100,100,1074806.78320312,1080788.15820312,600373.845703125,875218.158203125,459380.252003125,376319.783203125,100,100,4,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
704.3137004,6.7157,100,100,100,100,100,100,100,100,217313.8594,100,9,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
703.4299316,11.89718333,100,100,100,100,100,100,100,100,6748030.91308594,129528.5391,9,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
704.4338989,6.921316667,100,100,100,100,100,100,398522.9375,100,100,100,7,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
704.4338989,6.921316667,100,100,100,100,100,100,430798.625,100,100,100,7,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
704.4534505,10.58766667,100,100,100,100,100,100,100,100,3839179.75,100,9,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
